Date,Starting_Inv_Amount,Ending_Inv_Amount,Rough_Volume
2015-01-01,231.65,235.6,196868
2015-01-02,231.8,235.9,529083
2015-01-05,231.1,236.95,446506
2015-01-06,222.5,230.9,1014678
2015-01-07,224.35,234.0,994200
2015-01-08,228.05,232.0,481222
2015-01-09,227.6,232.0,491481
2015-01-12,228.65,235.75,788529
2015-01-13,234.35,240.0,767947
2015-01-14,236.0,255.0,3159750
2015-01-15,245.25,257.89,2159249
2015-01-16,247.7,253.35,1310592
2015-01-19,251.7,262.3,1523471
2015-01-20,248.4,257.95,1163764
2015-01-21,249.05,256.7,1098590
2015-01-22,248.55,254.0,1351354
2015-01-23,246.35,253.15,1352803
2015-01-27,247.8,251.35,1761657
2015-01-28,247.3,253.25,972156
2015-01-29,250.3,259.89,2990179
2015-01-30,251.0,262.5,2151258
2015-02-02,255.7,263.6,1392155
2015-02-03,261.85,267.6,2296886
2015-02-04,262.1,270.0,1171222
2015-02-05,264.8,271.0,1907513
2015-02-06,266.14,275.0,1281980
2015-02-09,259.0,273.0,1508962
2015-02-10,258.25,273.25,1260943
2015-02-11,267.1,276.89,1796398
2015-02-12,263.39,273.55,1152534
2015-02-13,265.3,273.35,866174
2015-02-16,264.6,272.5,907037
2015-02-18,264.85,269.89,690544
2015-02-19,265.0,268.25,860826
2015-02-20,264.2,267.89,559541
2015-02-23,262.2,267.2,752319
2015-02-24,264.5,270.2,853844
2015-02-25,263.35,271.5,1097455
2015-02-26,259.95,266.89,1681355
2015-02-27,260.1,266.0,1535042
2015-03-02,260.1,265.2,1233871
2015-03-03,262.05,267.89,680214
2015-03-04,262.25,269.39,1965940
2015-03-05,263.25,271.75,2185705
2015-03-09,266.0,276.95,2571153
2015-03-10,264.89,278.5,1742218
2015-03-11,260.0,271.0,2494857
2015-03-12,268.64,273.39,1102968
2015-03-13,270.0,276.14,1111320
2015-03-16,269.6,274.45,518940
2015-03-17,272.0,284.0,2206776
2015-03-18,280.6,287.0,2059236
2015-03-19,273.2,287.0,1142423
2015-03-20,264.7,275.35,1261421
2015-03-23,266.3,272.39,516056
2015-03-24,265.25,271.95,792812
2015-03-25,266.0,269.39,727019
2015-03-26,261.35,268.5,980013
2015-03-27,262.85,276.0,535684
2015-03-30,265.3,270.7,763718
2015-03-31,264.45,269.45,664099
2015-04-01,264.64,268.5,642177
2015-04-06,267.0,273.89,966604
