Date,Starting_Inv_Amount,Ending_Inv_Amount,Rough_Volume
2016-11-08,123.85,139.75,40756625
2016-11-09,116.75,133.35,1823862
2016-11-10,128.35,136.3,1032543
2016-11-11,127.4,133.35,728738
2016-11-15,127.4,131.75,808685
2016-11-16,127.7,132.45,179783
2016-11-17,127.7,131.65,488406
2016-11-18,128.9,131.85,190494
2016-11-21,128.0,131.05,166896
2016-11-22,128.05,131.65,162824
2016-11-23,128.35,131.85,358547
2016-11-24,129.25,130.9,61893
2016-11-25,128.6,130.65,100344
2016-11-28,125.95,130.35,102050
2016-11-29,126.1,130.35,89589
2016-11-30,128.3,130.8,117599
2016-12-01,128.0,130.35,38748
2016-12-02,127.7,130.05,42866
2016-12-05,126.5,129.15,55047
2016-12-06,124.5,128.9,44001
2016-12-07,120.75,126.2,112212
2016-12-08,121.8,127.4,87840
2016-12-09,122.7,126.05,42150
2016-12-12,120.0,125.05,45044
2016-12-13,122.05,124.8,16182
2016-12-14,123.15,124.75,36093
2016-12-15,121.5,124.75,52559
2016-12-16,121.75,126.25,141654
2016-12-19,120.3,122.95,92712
2016-12-20,120.0,122.85,49166
2016-12-21,117.25,120.6,78831
2016-12-22,107.25,118.5,114488
2016-12-23,109.65,114.35,52115
2016-12-26,104.0,109.35,81824
2016-12-27,104.55,109.65,44922
2016-12-28,107.0,109.95,63084
2016-12-29,107.55,111.35,46575
2016-12-30,111.1,113.95,34658
2017-01-02,112.9,118.5,33561
2017-01-03,120.9,124.3,140135
2017-01-04,120.0,123.85,65079
2017-01-05,121.8,124.35,60953
2017-01-06,121.5,124.05,41219
2017-01-09,120.9,124.45,52875
2017-01-10,122.15,124.15,22454
2017-01-11,122.05,123.85,55512
2017-01-12,122.35,123.55,30662
2017-01-13,121.7,124.45,60285
2017-01-16,122.05,123.95,26415
2017-01-17,121.5,123.7,23454
2017-01-18,120.45,123.15,169767
2017-01-19,121.15,122.2,29505
2017-01-20,119.1,121.85,26802
2017-01-23,117.4,120.95,14580
2017-01-24,117.05,120.55,23862
2017-01-25,117.95,121.35,29073
2017-01-27,116.0,119.35,61668
2017-01-30,117.05,118.85,56813
2017-01-31,116.75,118.2,18311
2017-02-01,116.75,119.1,18521
2017-02-02,117.35,119.95,11925
2017-02-03,115.55,118.45,105728
2017-02-06,116.45,120.0,75384
2017-02-07,118.35,120.1,164700
2017-02-08,118.05,119.95,50724
2017-02-09,118.25,119.7,50120
2017-02-10,117.95,119.55,17298
2017-02-13,118.25,119.8,55872
