Date,Starting_Inv_Amount,Ending_Inv_Amount,Rough_Volume
2015-01-01,827.1,840.95,38397
2015-01-02,829.25,842.0,62477
2015-01-05,829.0,840.0,72125
2015-01-06,825.55,849.0,230378
2015-01-07,821.0,910.0,987449
2015-01-08,887.35,918.0,360912
2015-01-09,891.05,912.0,193815
2015-01-12,896.1,934.85,343704
2015-01-13,909.9,939.0,238046
2015-01-14,920.0,942.7,219050
2015-01-15,929.85,955.0,200173
2015-01-16,925.1,953.35,125241
2015-01-19,940.15,962.7,147871
2015-01-20,931.95,952.0,81321
2015-01-21,932.2,953.0,91813
2015-01-22,935.0,1002.4,509323
2015-01-23,994.4,1050.0,373448
2015-01-27,1030.2,1055.4,439613
2015-01-28,984.9,1033.0,396170
2015-01-29,973.05,1008.0,221925
2015-01-30,969.45,1013.0,192190
2015-02-02,965.0,995.0,108059
2015-02-03,965.05,996.9,126823
2015-02-04,983.3,1012.9,272864
2015-02-05,922.25,1000.0,189804
2015-02-06,946.7,974.0,154041
2015-02-09,925.0,953.0,118687
2015-02-10,918.15,959.7,129136
2015-02-11,935.1,970.9,120556
2015-02-12,963.1,983.0,151352
2015-02-13,968.0,1024.0,380100
2015-02-16,945.15,1008.95,268194
2015-02-18,961.25,992.0,173995
2015-02-19,945.25,983.6,164715
2015-02-20,953.35,987.8,162533
2015-02-23,961.5,986.0,104709
2015-02-24,956.0,984.85,126354
2015-02-25,964.5,978.0,128204
2015-02-26,951.0,976.0,252058
2015-02-27,956.55,1014.0,761008
2015-03-02,975.0,1009.0,212462
2015-03-03,991.85,1021.2,102751
2015-03-04,981.4,1035.0,428479
2015-03-05,1000.0,1045.0,503078
2015-03-09,1012.8,1035.4,153038
2015-03-10,1007.6,1040.0,292374
2015-03-11,1014.0,1036.34,199307
2015-03-12,1017.15,1030.8,370144
2015-03-13,983.2,1035.0,281654
2015-03-16,960.35,1004.2,106957
2015-03-17,978.0,997.45,149217
2015-03-18,979.55,993.3,88740
2015-03-19,984.35,999.9,138207
2015-03-20,973.65,996.85,105990
2015-03-23,948.0,997.8,110581
2015-03-24,950.0,973.5,69130
2015-03-25,945.35,973.6,125093
2015-03-26,955.05,979.0,266766
2015-03-27,970.8,988.0,76136
2015-03-30,971.0,997.05,62944
2015-03-31,988.95,1009.9,123182
2015-04-01,994.0,1014.0,84821
2015-04-06,977.0,1015.9,135757
2015-04-07,995.35,1126.5,726178
2015-04-08,1102.5,1142.0,327209
2015-04-09,1086.75,1131.0,164162
2015-04-10,1105.25,1162.0,445629
2015-04-13,1141.05,1174.0,196949
2015-04-15,1134.75,1203.8,239238
2015-04-16,1135.0,1183.2,184402
2015-04-17,1155.0,1226.0,367259
2015-04-20,1086.84,1159.25,188746
2015-04-21,1045.75,1105.0,185533
2015-04-22,1047.09,1086.9,146554
2015-04-23,1061.0,1096.95,138853
2015-04-24,1055.34,1086.95,118490
2015-04-27,918.5,1065.0,277360
2015-04-28,900.0,955.9,330652
2015-04-29,919.5,976.0,260642
2015-04-30,913.0,960.9,339450
2015-05-04,931.0,969.95,168776
2015-05-05,951.85,988.75,180861
2015-05-06,941.1,1009.0,272246
2015-05-07,911.0,964.0,130318
2015-05-08,902.95,970.0,350141
2015-05-11,927.3,950.7,128353
2015-05-12,906.05,949.9,118308
2015-05-13,895.0,932.95,348066
2015-05-14,905.6,944.0,210619
2015-05-15,933.05,958.6,222843
2015-05-18,950.55,969.4,164504
2015-05-19,955.05,980.0,111094
2015-05-20,967.0,1014.2,281836
2015-05-21,1003.2,1029.9,232700
2015-05-22,990.9,1024.0,116622
2015-05-25,972.75,1006.0,116931
2015-05-26,975.0,993.9,149926
2015-05-27,952.75,980.0,135158
2015-05-28,922.5,965.95,251499
2015-05-29,947.45,973.0,325587
2015-06-01,930.65,970.0,197641
2015-06-02,930.0,961.9,114409
2015-06-03,882.3,955.0,149153
2015-06-04,900.35,938.95,75741
2015-06-05,919.65,953.0,52594
2015-06-08,895.0,930.0,86901
2015-06-09,895.0,917.0,98602
2015-06-10,895.0,919.0,99297
2015-06-11,890.0,930.4,124681
2015-06-12,880.6,900.0,204452
2015-06-15,885.0,909.0,100958
2015-06-16,851.4,915.0,169111
2015-06-17,882.5,904.05,104755
2015-06-18,885.35,907.8,92911
2015-06-19,887.0,913.0,269517
2015-06-22,880.75,912.0,186382
2015-06-23,890.0,914.95,129869
2015-06-24,892.5,910.5,99889
2015-06-25,893.0,916.0,231512
2015-06-26,892.0,909.95,57789
2015-06-29,856.8,890.9,105464
2015-06-30,874.2,945.0,382404
2015-07-01,914.15,942.95,174958
2015-07-02,926.5,953.4,293684
2015-07-03,933.65,1044.7,823321
2015-07-06,992.0,1037.7,344802
2015-07-07,999.1,1061.9,892833
2015-07-08,1001.95,1039.95,328259
2015-07-09,978.1,1024.9,263676
2015-07-10,970.0,996.95,240182
2015-07-13,977.6,1009.0,139619
2015-07-14,990.05,1023.65,242531
2015-07-15,1000.0,1026.34,154906
2015-07-16,1012.75,1030.0,117005
2015-07-17,1003.1,1029.9,105595
2015-07-20,1012.1,1040.0,146053
2015-07-21,988.9,1036.65,94333
2015-07-22,981.0,1016.1,104947
2015-07-23,962.8,1024.0,151614
2015-07-24,999.55,1025.0,115973
2015-07-27,1000.0,1043.4,198500
2015-07-28,1009.7,1054.0,209655
2015-07-29,1015.0,1044.65,151337
2015-07-30,1024.15,1045.0,107442
2015-07-31,1032.8,1071.95,287590
2015-08-03,1041.0,1074.95,187753
2015-08-04,1016.8,1055.25,111646
2015-08-05,1030.0,1050.0,116903
2015-08-06,1032.95,1054.0,103544
2015-08-07,1022.15,1066.0,139682
2015-08-10,1000.0,1043.8,94015
2015-08-11,989.75,1022.1,125359
2015-08-12,972.95,999.0,98854
2015-08-13,963.0,1011.0,117531
2015-08-14,953.0,989.2,170769
2015-08-17,934.05,972.0,111425
2015-08-18,937.35,972.0,98933
2015-08-19,942.25,974.0,102445
2015-08-20,911.0,980.0,143603
2015-08-21,878.35,964.7,206087
2015-08-24,789.95,920.0,226638
2015-08-25,809.55,889.0,319568
2015-08-26,830.0,874.0,144184
2015-08-27,856.0,890.9,177282
2015-08-28,858.6,917.6,174696
2015-08-31,850.0,884.0,328530
2015-09-01,850.6,940.3,946106
2015-09-02,842.0,903.2,340176
2015-09-03,850.25,888.9,271688
2015-09-04,836.55,876.85,127757
2015-09-07,827.1,862.4,121287
2015-09-08,812.1,854.4,156795
2015-09-09,840.55,860.15,117344
2015-09-10,800.0,884.0,319301
2015-09-11,853.05,875.0,91525
2015-09-14,849.0,869.0,79434
2015-09-15,845.1,874.95,169165
2015-09-16,848.0,872.0,83810
2015-09-18,855.0,879.0,160748
2015-09-21,861.35,878.9,65760
2015-09-22,841.25,879.0,81861
2015-09-23,835.0,854.95,97395
2015-09-24,835.8,864.4,147282
2015-09-28,836.3,865.0,70375
2015-09-29,830.1,861.0,102810
2015-09-30,851.4,891.9,186609
2015-10-01,868.2,900.0,90007
2015-10-05,872.95,918.0,153089
2015-10-06,912.45,951.0,185087
2015-10-07,905.2,947.0,132857
2015-10-08,920.0,945.15,104142
2015-10-09,917.05,943.05,86234
2015-10-12,901.0,934.9,67624
2015-10-13,913.0,940.0,100327
2015-10-14,910.95,957.15,138329
2015-10-15,896.95,931.95,93990
2015-10-16,885.0,922.0,161806
2015-10-19,906.05,926.0,68695
2015-10-20,913.0,944.85,164825
2015-10-21,926.55,959.5,195366
2015-10-23,938.05,961.0,187083
2015-10-26,943.9,965.0,137744
2015-10-27,941.3,971.0,150482
2015-10-28,942.0,962.0,122720
2015-10-29,945.0,979.0,285805
2015-10-30,934.2,961.95,101609
2015-11-02,931.0,967.5,100824
2015-11-03,944.2,977.6,156576
2015-11-04,953.1,1014.95,276991
2015-11-05,950.55,1001.35,197055
2015-11-06,948.0,972.8,84909
2015-11-09,915.0,986.7,137571
2015-11-10,945.05,994.25,114173
2015-11-11,952.55,979.0,20928
2015-11-13,940.1,993.0,151070
2015-11-16,952.0,989.2,186439
2015-11-17,955.0,1005.55,176783
2015-11-18,959.05,993.5,146728
2015-11-19,962.0,978.0,73380
2015-11-20,961.0,983.5,137027
2015-11-23,957.3,980.0,78223
2015-11-24,952.0,971.3,96546
2015-11-26,926.0,971.0,276215
2015-11-27,960.0,999.0,191344
2015-11-30,940.15,972.9,363374
2015-12-01,954.2,981.0,112242
2015-12-02,960.1,985.0,61946
2015-12-03,945.1,969.35,114818
2015-12-04,930.3,948.15,113985
2015-12-07,913.2,933.0,106423
2015-12-08,913.2,937.2,129192
2015-12-09,885.7,935.0,121404
2015-12-10,884.2,910.0,108641
2015-12-11,887.75,907.1,99928
2015-12-14,876.0,920.8,286839
2015-12-15,907.9,928.9,107273
2015-12-16,896.95,919.8,92186
2015-12-17,898.0,910.0,82783
2015-12-18,902.0,929.4,182709
2015-12-21,911.85,942.0,98631
2015-12-22,912.0,938.9,70373
2015-12-23,920.3,930.0,44744
2015-12-24,920.5,938.0,65245
2015-12-28,922.0,952.1,92219
2015-12-29,917.35,951.6,245443
2015-12-30,912.5,944.1,76989
2015-12-31,937.05,953.45,374870
2016-01-01,940.5,955.0,61876
2016-01-04,937.0,954.15,57954
2016-01-05,939.8,953.95,70203
2016-01-06,933.45,974.6,230855
2016-01-07,920.0,947.7,174085
2016-01-08,909.05,942.25,166529
2016-01-11,892.1,914.75,103540
2016-01-12,878.4,897.0,125377
2016-01-13,855.75,883.95,388089
2016-01-14,846.45,879.05,111166
2016-01-15,855.7,885.0,100022
2016-01-18,818.0,881.35,180983
2016-01-19,823.0,847.0,78276
2016-01-20,782.55,839.95,128642
2016-01-21,781.8,819.0,248778
2016-01-22,786.4,817.0,122751
2016-01-25,780.0,799.8,132506
2016-01-27,765.1,791.2,285932
2016-01-28,761.65,783.2,283993
2016-01-29,761.15,788.8,190131
2016-02-01,765.0,783.65,147385
2016-02-02,781.9,815.1,692160
2016-02-03,778.8,816.0,1032671
2016-02-04,802.2,822.0,405511
2016-02-05,807.5,820.0,138996
2016-02-08,802.05,825.95,291495
