Date,Starting_Inv_Amount,Ending_Inv_Amount,Rough_Volume
2015-01-01,5762.1,5840.0,815
2015-01-02,5776.0,5900.95,6451
2015-01-05,5809.95,5850.55,1115
2015-01-06,5725.2,5900.0,3044
2015-01-07,5741.4,5874.0,1105
2015-01-08,5850.0,6000.0,103065
2015-01-09,5901.6,6190.0,6990
2015-01-12,6050.0,6148.0,7718
2015-01-13,6060.8,6159.95,1628
2015-01-14,6110.0,6265.0,3266
2015-01-15,6081.2,6170.05,2026
2015-01-16,6100.7,6239.35,1882
2015-01-19,6065.0,6200.0,1474
2015-01-20,6060.3,6200.0,5693
2015-01-21,6060.1,6132.8,8432
2015-01-22,6075.0,6200.0,2371
2015-01-23,6011.9,6200.05,9467
2015-01-27,6100.15,6160.0,1495
2015-01-28,6081.35,6240.0,5058
2015-01-29,6110.05,6423.95,11653
2015-01-30,6240.05,6385.0,4362
2015-02-02,6263.7,6349.95,2398
2015-02-03,6270.4,6355.0,29614
2015-02-04,6111.15,6300.0,4257
2015-02-05,6223.0,6325.0,10657
2015-02-06,6206.15,6357.0,1942
2015-02-09,6202.1,6352.0,13872
2015-02-10,6237.05,7319.0,28538
2015-02-11,6545.55,6860.3,6287
2015-02-12,6802.0,7070.0,6355
2015-02-13,6856.0,7138.95,7841
2015-02-16,6750.0,7192.0,8510
2015-02-18,7000.1,7249.0,17501
2015-02-19,7100.0,7250.0,2287
2015-02-20,7037.95,7178.0,2791
2015-02-23,6800.55,7098.0,3399
2015-02-24,6780.0,6910.65,6918
2015-02-25,6778.05,7050.0,9365
2015-02-26,6833.15,6970.0,2360
2015-02-27,6822.1,7039.5,14166
2015-03-02,6942.1,7100.0,14012
2015-03-03,6975.0,7085.0,2204
2015-03-04,6986.5,7098.9,2765
2015-03-05,6979.85,7098.0,1949
2015-03-09,6900.2,7025.0,1337
2015-03-10,6930.0,7038.95,2257
2015-03-11,6980.05,7345.0,21517
2015-03-12,7251.0,7390.0,7612
2015-03-13,7140.0,7399.0,14900
2015-03-16,7091.9,7245.0,1165
2015-03-17,7239.8,7449.0,13004
2015-03-18,7282.4,7439.0,17704
2015-03-19,7335.05,7400.0,3946
2015-03-20,7310.0,7379.95,5746
2015-03-23,7162.0,7379.9,2291
2015-03-24,7205.0,7328.0,1874
2015-03-25,7175.0,7299.9,11945
2015-03-26,7110.0,7235.0,1500
2015-03-27,7033.6,7225.0,2275
2015-03-30,7162.2,7245.0,995
2015-03-31,7201.1,7294.35,885
2015-04-01,7175.0,7224.95,9393
2015-04-06,7180.05,7298.2,2054
2015-04-07,7112.4,7242.45,2790
2015-04-08,7141.1,7230.0,4317
2015-04-09,7128.8,7228.0,3036
2015-04-10,7136.05,7188.35,1921
2015-04-13,7105.0,7219.0,765
2015-04-15,7080.55,7175.0,3408
2015-04-16,6950.0,7168.0,5322
2015-04-17,7069.15,7150.0,1627
2015-04-20,6950.0,7113.15,16033
2015-04-21,6950.0,7020.0,7875
2015-04-22,6752.45,6999.85,6765
2015-04-23,6797.0,6888.85,1349
2015-04-24,6650.0,6860.0,1538
2015-04-27,6312.2,6760.0,3626
2015-04-28,6405.05,6766.95,2133
2015-04-29,6520.0,6789.0,1339
2015-04-30,6720.0,6896.95,1274
2015-05-04,6761.1,6977.55,2610
2015-05-05,6803.3,6899.0,1150
2015-05-06,6532.0,6978.95,4418
2015-05-07,6672.75,6880.0,6879
2015-05-08,6825.0,6974.0,1849
2015-05-11,6762.7,7000.0,50540
2015-05-12,6765.0,6865.3,1740
2015-05-13,6650.05,6830.0,3123
2015-05-14,6665.0,6840.0,1435
2015-05-15,6749.95,6873.0,16304
2015-05-18,6700.0,6862.4,1188
2015-05-19,6626.0,6819.0,3797
2015-05-20,6600.0,6748.0,1749
2015-05-21,6583.1,6695.0,513
2015-05-22,6591.85,6678.0,1173
2015-05-25,6600.0,6729.95,1002
2015-05-26,6283.55,6686.35,4514
2015-05-27,6436.75,6620.0,3163
2015-05-28,6403.7,6647.0,10107
2015-05-29,6350.0,6497.95,3780
2015-06-01,6375.0,6477.5,24462
2015-06-02,6401.0,6678.0,4664
2015-06-03,6384.85,6550.05,2489
2015-06-04,6302.0,6472.45,15111
2015-06-05,6333.35,6489.4,1737
2015-06-08,6342.1,6450.0,2185
2015-06-09,6275.05,6430.65,1771
2015-06-10,6306.5,6423.7,2100
2015-06-11,6284.1,6398.0,4268
2015-06-12,6205.0,6375.0,1949
2015-06-15,6263.0,6335.0,1170
2015-06-16,6135.35,6360.0,4761
2015-06-17,6236.4,6336.9,17420
2015-06-18,6308.2,6400.0,3758
2015-06-19,6326.6,6450.0,998
2015-06-22,6392.65,6448.7,6984
2015-06-23,6410.1,6529.55,2066
2015-06-24,6315.0,6510.0,2810
2015-06-25,6380.05,6495.2,959
2015-06-26,6406.0,6618.0,7098
2015-06-29,6458.15,6532.2,2088
2015-06-30,6495.65,6995.0,5601
2015-07-01,6678.5,6988.0,5165
2015-07-02,6658.0,6856.0,2311
2015-07-03,6535.35,6776.65,1762
2015-07-06,6501.1,6621.4,8269
2015-07-07,6521.0,6768.0,3334
2015-07-08,6551.0,6743.95,1891
2015-07-09,6349.0,6624.2,1598
2015-07-10,6374.0,6568.7,2120
2015-07-13,6324.0,6458.3,1577
2015-07-14,6401.2,6488.85,1351
2015-07-15,6325.0,6480.0,2805
2015-07-16,6397.65,6487.95,1346
2015-07-17,6390.0,6485.45,1645
2015-07-20,6410.05,6669.8,3514
