Date,Starting_Inv_Amount,Ending_Inv_Amount,Rough_Volume
2015-01-01,150.35,151.75,535692
2015-01-02,150.55,153.19,2043127
2015-01-05,151.65,154.5,1873161
2015-01-06,147.0,151.94,2390258
2015-01-07,146.0,149.19,2770541
2015-01-08,149.5,154.5,2292977
2015-01-09,153.3,157.69,4013444
2015-01-12,155.19,158.69,1647105
2015-01-13,154.19,157.9,1558189
2015-01-14,153.8,157.0,1383172
2015-01-15,154.05,157.6,1183917
2015-01-16,153.75,155.75,1299810
2015-01-19,154.3,157.8,1000172
2015-01-20,155.6,157.44,1211357
2015-01-21,156.65,159.4,2696995
2015-01-22,157.1,160.6,2326838
2015-01-23,156.9,162.15,2437301
2015-01-27,158.6,162.0,1634586
2015-01-28,157.65,159.9,1819031
2015-01-29,157.3,160.75,2823390
2015-01-30,154.05,162.4,4094370
2015-02-02,157.75,167.75,5423705
2015-02-03,159.19,164.5,1927234
2015-02-04,157.65,163.1,1567779
2015-02-05,153.5,159.8,2403931
2015-02-06,151.55,154.69,1392578
2015-02-09,148.69,152.9,1470539
2015-02-10,148.0,153.15,1719968
2015-02-11,151.19,154.69,1131718
2015-02-12,153.19,156.8,1727098
2015-02-13,154.85,158.94,1565871
2015-02-16,154.75,157.94,696970
2015-02-18,155.05,158.0,1122120
2015-02-19,154.44,158.5,1377032
2015-02-20,156.6,162.25,2886605
2015-02-23,155.3,161.5,1614558
2015-02-24,153.6,157.3,1404899
2015-02-25,153.1,156.25,1546220
2015-02-26,151.9,154.5,2960597
2015-02-27,153.15,156.55,1540677
2015-03-02,155.0,158.9,1211587
2015-03-03,157.15,164.9,4314580
2015-03-04,157.0,164.35,2204041
2015-03-05,156.1,161.4,1419036
2015-03-09,157.25,162.85,2281047
2015-03-10,155.8,161.0,1354766
2015-03-11,156.69,159.5,1773712
2015-03-12,157.85,161.4,2130596
2015-03-13,153.55,161.1,2248388
2015-03-16,152.85,155.65,1343251
2015-03-17,155.25,157.3,1416285
2015-03-18,155.4,158.25,1268390
2015-03-19,152.69,157.35,1776564
2015-03-20,149.0,153.75,1834524
2015-03-23,146.9,150.55,1229406
2015-03-24,146.19,148.94,1328198
2015-03-25,147.75,149.4,1566031
2015-03-26,146.5,149.55,2029247
2015-03-27,142.69,149.19,2099157
2015-03-30,146.55,150.25,818899
2015-03-31,148.3,151.19,1383972
2015-04-01,148.8,151.94,575050
2015-04-06,149.8,152.1,843471
2015-04-07,149.9,152.4,1810409
2015-04-08,150.8,153.69,1142129
2015-04-09,151.0,153.0,852909
2015-04-10,152.05,162.5,6349564
2015-04-13,158.6,162.75,3122578
2015-04-15,157.85,163.5,4215595
2015-04-16,156.05,160.25,1373494
2015-04-17,157.0,161.19,1223180
2015-04-20,151.19,157.75,1753170
2015-04-21,149.65,154.65,3096387
2015-04-22,145.85,151.75,2719219
2015-04-23,149.9,152.5,2312755
2015-04-24,146.19,150.65,1179218
2015-04-27,141.4,148.15,3007045
2015-04-28,141.0,144.15,3701269
2015-04-29,141.5,143.35,1836583
2015-04-30,140.4,143.15,2456804
2015-05-04,142.55,144.9,1103984
2015-05-05,143.5,145.9,1785800
2015-05-06,138.75,144.94,2281538
2015-05-07,136.6,140.44,2366296
2015-05-08,138.3,141.85,1572681
2015-05-11,140.55,143.9,2341680
2015-05-12,139.4,145.5,3019872
2015-05-13,143.05,145.9,2227212
2015-05-14,143.65,146.9,1373721
2015-05-15,145.44,148.5,2232739
2015-05-18,147.65,150.44,1497623
2015-05-19,146.8,149.25,1138811
2015-05-20,144.55,148.75,1648427
2015-05-21,145.05,147.5,702795
2015-05-22,146.55,149.15,1010894
2015-05-25,146.75,149.44,872187
2015-05-26,146.8,149.69,1118631
2015-05-27,147.4,150.0,909189
2015-05-28,143.0,150.3,5132085
2015-05-29,143.05,146.65,1343454
2015-06-01,144.8,146.4,569531
2015-06-02,140.0,145.75,2077218
2015-06-03,136.5,141.19,2271136
2015-06-04,136.0,138.6,2132044
2015-06-05,136.85,139.69,756591
2015-06-08,134.0,138.8,1937914
2015-06-09,134.0,138.9,877704
2015-06-10,136.0,138.69,799419
2015-06-11,133.6,137.75,1586596
2015-06-12,125.7,134.44,2641286
2015-06-15,127.1,130.9,1933262
2015-06-16,126.8,129.5,1341209
2015-06-17,128.85,134.15,2239733
2015-06-18,132.3,133.9,970883
2015-06-19,132.65,136.19,1278156
2015-06-22,133.69,136.44,1019044
2015-06-23,133.0,135.9,2115793
2015-06-24,132.5,135.25,1696146
2015-06-25,132.6,136.4,2736280
2015-06-26,132.3,135.0,928889
2015-06-29,128.19,132.0,1397938
2015-06-30,129.15,132.75,4332991
2015-07-01,131.3,136.1,2667661
2015-07-02,135.1,138.05,1826569
2015-07-03,135.25,138.6,1032972
2015-07-06,132.19,135.6,1260314
2015-07-07,135.1,141.65,3133999
2015-07-08,134.19,138.0,1608817
2015-07-09,133.19,135.69,1049069
2015-07-10,133.8,135.6,1590741
2015-07-13,134.25,137.8,1720786
2015-07-14,135.75,138.19,1974367
