Date,Starting_Inv_Amount,Ending_Inv_Amount,Rough_Volume
2015-01-01,244.0,245.93,2538978
2015-01-02,244.83,246.77,6599676
2015-01-05,245.03,247.87,8238987
2015-01-06,239.33,246.27,13093040
2015-01-07,235.33,242.67,11960580
2015-01-08,236.97,242.23,8449164
2015-01-09,235.4,243.9,10808513
2015-01-12,237.4,240.9,9868950
2015-01-13,238.2,241.13,11623503
2015-01-14,230.73,239.8,16224852
2015-01-15,233.93,239.93,16047717
2015-01-16,236.23,241.3,10813589
2015-01-19,237.33,241.17,6853235
2015-01-20,238.73,247.9,12014673
2015-01-21,232.8,248.63,32448215
2015-01-22,232.57,239.87,29627576
2015-01-23,232.53,237.3,16747499
2015-01-27,232.9,240.67,25255862
2015-01-28,238.37,242.3,12317799
2015-01-29,240.0,248.0,21093768
2015-01-30,242.43,248.0,13917158
2015-02-02,239.6,246.13,8493861
2015-02-03,240.97,244.67,6298908
2015-02-04,243.57,247.0,5807210
2015-02-05,242.47,248.07,9478187
2015-02-06,244.07,249.6,7324875
2015-02-09,244.47,249.23,7188008
2015-02-10,244.6,248.0,8011749
2015-02-11,245.23,248.6,4545473
2015-02-12,243.1,248.0,5294225
2015-02-13,246.7,252.83,9026030
2015-02-16,252.0,260.67,11606474
2015-02-18,256.67,268.0,13669322
2015-02-19,255.73,262.47,6980186
2015-02-20,256.23,265.27,8931408
2015-02-23,259.5,265.87,5852228
2015-02-24,259.1,265.33,8238782
2015-02-25,262.3,266.67,15751802
2015-02-26,261.3,267.6,11702547
2015-02-27,256.03,264.43,34417139
2015-03-02,228.0,238.67,50722677
2015-03-03,226.0,230.33,44994020
2015-03-04,228.6,233.87,32171963
2015-03-05,227.8,232.73,20499398
2015-03-09,224.83,229.93,16301916
2015-03-10,223.4,228.47,13036884
2015-03-11,225.03,227.13,12702704
2015-03-12,225.87,232.17,27323129
2015-03-13,224.47,233.33,15651522
2015-03-16,223.33,227.73,8595248
2015-03-17,224.17,227.1,10940511
2015-03-18,224.0,227.5,8757089
2015-03-19,221.0,227.23,10462350
2015-03-20,217.59,222.47,10572912
2015-03-23,216.67,219.87,11393547
2015-03-24,217.33,219.87,10715486
2015-03-25,217.33,219.1,7249757
2015-03-26,213.73,219.3,24193097
2015-03-27,210.07,216.83,21403253
2015-03-30,213.09,219.67,16516767
2015-03-31,216.0,219.2,12279566
2015-04-01,216.09,222.0,10839779
2015-04-06,219.4,227.77,19315928
2015-04-07,224.67,228.67,10549575
2015-04-08,227.67,231.3,12381639
2015-04-09,229.33,232.63,7667537
2015-04-10,228.17,231.73,5593371
2015-04-13,229.9,234.93,10891653
2015-04-15,234.27,239.07,17492244
2015-04-16,231.1,237.6,7865738
2015-04-17,231.8,235.5,8807339
2015-04-20,227.07,234.73,11275532
2015-04-21,227.33,232.47,10890329
2015-04-22,225.7,230.0,10768515
2015-04-23,225.53,231.0,8924630
2015-04-24,227.43,233.3,17318819
2015-04-27,229.47,234.53,9371889
2015-04-28,222.4,230.0,10686608
2015-04-29,218.2,224.0,10091042
2015-04-30,214.13,218.93,20037666
2015-05-04,213.4,220.6,7209372
2015-05-05,215.73,219.33,13458044
2015-05-06,210.8,218.57,20211861
2015-05-07,210.4,215.8,10601880
2015-05-08,215.09,219.53,12156900
2015-05-11,216.26,220.5,8795975
2015-05-12,215.4,218.67,14296277
2015-05-13,214.0,219.87,10627956
2015-05-14,214.93,218.0,8038298
2015-05-15,216.57,218.6,5449191
2015-05-18,217.5,222.6,6909570
2015-05-19,220.5,223.93,8570939
2015-05-20,220.33,222.8,5162051
2015-05-21,217.33,222.27,7181828
2015-05-22,216.97,222.17,12481646
2015-05-25,210.93,216.33,23429841
2015-05-26,208.5,211.67,11023632
2015-05-27,209.33,212.5,9133685
2015-05-28,211.0,214.97,19995216
2015-05-29,212.43,219.97,19800852
2015-06-01,217.0,222.5,10060566
2015-06-02,211.73,219.53,10848668
2015-06-03,200.4,209.23,20673920
2015-06-04,198.8,204.43,11005214
2015-06-05,196.67,205.26,16952342
2015-06-08,201.5,205.5,10292948
2015-06-09,199.8,202.0,9910851
2015-06-10,199.07,202.26,9495678
2015-06-11,196.8,201.33,11093535
2015-06-12,196.67,200.09,8332143
2015-06-15,196.0,201.83,8358516
2015-06-16,196.83,200.09,7925889
2015-06-17,198.17,202.07,10478310
2015-06-18,200.13,202.93,10877231
2015-06-19,201.59,203.63,8432328
2015-06-22,203.13,208.09,6930591
2015-06-23,205.07,210.0,7304831
2015-06-24,207.37,212.07,7095483
2015-06-25,206.5,210.3,10481765
2015-06-26,204.7,208.23,5303367
2015-06-29,202.5,207.3,9358835
2015-06-30,205.37,211.23,11208213
2015-07-01,208.33,210.93,8522591
2015-07-02,209.0,211.53,6318825
2015-07-03,208.23,211.26,4932245
2015-07-06,208.0,212.43,4255448
2015-07-07,210.73,212.87,7314093
2015-07-08,206.26,210.67,11181192
2015-07-09,206.57,209.93,6463005
2015-07-10,204.37,207.8,7216086
2015-07-13,205.97,210.93,6378113
2015-07-14,207.09,211.0,5262650
2015-07-15,207.57,210.13,5476899
2015-07-16,208.2,213.26,5621997
2015-07-17,211.76,215.93,5906159
2015-07-20,212.8,215.63,4762983
2015-07-21,208.33,214.97,6807573
2015-07-22,207.13,211.97,7761359
2015-07-23,208.0,211.63,5422179
2015-07-24,208.33,210.4,4043730
2015-07-27,206.53,208.9,5118398
2015-07-28,206.37,209.26,6543582
2015-07-29,200.4,208.0,9357954
2015-07-30,200.0,211.9,19974737
2015-07-31,210.2,218.26,16320411
2015-08-03,216.73,222.33,14353091
2015-08-04,216.37,221.03,9935279
2015-08-05,217.73,222.03,5709989
2015-08-06,216.0,220.67,8460197
2015-08-07,214.67,217.07,4471841
2015-08-10,212.9,218.17,5584850
2015-08-11,210.9,214.59,5315648
2015-08-12,210.67,213.33,11926686
2015-08-13,202.0,213.13,6644727
2015-08-14,209.73,213.5,7597824
2015-08-17,210.33,213.2,4328919
2015-08-18,208.4,212.4,9079850
2015-08-19,206.0,212.0,7373897
2015-08-20,210.9,220.23,18008402
2015-08-21,215.17,220.87,17768258
2015-08-24,210.4,219.67,16485140
2015-08-25,208.33,217.43,21275217
2015-08-26,209.07,213.9,16155689
2015-08-27,210.9,218.37,20038835
2015-08-28,216.47,219.57,9725322
2015-08-31,214.4,219.0,9634683
2015-09-01,209.53,215.93,9470865
2015-09-02,210.09,215.37,13014680
2015-09-03,212.73,216.47,10088448
2015-09-04,209.83,214.33,15716597
2015-09-07,207.43,213.0,7112327
2015-09-08,206.87,210.4,10240566
2015-09-09,208.57,210.93,6123207
2015-09-10,206.9,210.53,8968275
2015-09-11,208.09,210.76,6712322
2015-09-14,207.73,210.13,7474416
2015-09-15,208.33,211.93,5174855
2015-09-16,211.47,215.23,5589585
2015-09-18,209.83,218.67,12828255
2015-09-21,208.93,211.53,6798498
2015-09-22,206.67,212.17,14938508
2015-09-23,204.67,212.7,11655003
2015-09-24,209.67,215.57,14121254
2015-09-28,212.26,216.67,6358347
2015-09-29,211.33,216.67,8298573
2015-09-30,213.33,219.9,13463322
2015-10-01,218.03,222.57,6206747
2015-10-05,217.87,221.0,9321171
2015-10-06,219.2,229.1,10720508
2015-10-07,228.2,233.33,10707506
2015-10-08,223.6,231.17,9368313
2015-10-09,226.8,229.87,5534714
2015-10-12,225.9,232.27,6068418
2015-10-13,226.43,230.6,7005234
2015-10-14,228.33,230.43,9082619
2015-10-15,229.1,234.93,9495548
2015-10-16,229.0,233.33,9636885
2015-10-19,230.13,234.67,11187713
2015-10-20,231.87,234.17,7386677
2015-10-21,231.77,233.33,5465787
2015-10-23,233.4,239.3,8724758
2015-10-26,236.67,239.87,7896530
2015-10-27,235.5,237.97,14940123
2015-10-28,236.0,239.3,9712458
2015-10-29,231.4,237.33,7638666
2015-10-30,220.6,234.3,27778047
2015-11-02,219.97,226.47,10326032
2015-11-03,221.87,225.93,3911081
2015-11-04,222.67,225.47,4980087
2015-11-05,222.17,226.13,5388102
2015-11-06,223.33,226.3,4463298
2015-11-09,220.23,229.33,11999874
2015-11-10,223.43,230.03,7228746
2015-11-11,222.07,226.0,793040
2015-11-13,218.07,222.53,18630920
2015-11-16,219.73,226.0,8773749
2015-11-17,226.07,233.5,11572887
2015-11-18,229.4,234.1,9966221
2015-11-19,232.53,235.33,16937771
2015-11-20,228.73,234.83,9858141
2015-11-23,224.17,229.9,8989701
2015-11-24,221.53,226.4,13086351
2015-11-26,223.23,230.0,9415475
2015-11-27,225.9,230.0,5677127
2015-11-30,227.03,231.2,17255165
2015-12-01,227.33,231.33,10126925
2015-12-02,228.27,233.17,4635017
2015-12-03,228.2,231.93,5594216
2015-12-04,223.33,227.83,13623824
2015-12-07,207.03,223.93,50870427
2015-12-08,207.07,212.13,19004238
2015-12-09,210.17,213.0,15074450
2015-12-10,211.33,214.5,8328300
2015-12-11,210.26,214.97,9011226
2015-12-14,211.43,214.93,7292186
2015-12-15,212.0,215.93,10089569
2015-12-16,212.07,216.43,7798697
2015-12-17,210.87,214.5,8683829
2015-12-18,210.93,215.33,14226303
2015-12-21,211.37,218.3,8042634
2015-12-22,213.0,217.0,6092220
2015-12-23,213.33,216.0,5272521
2015-12-24,213.73,216.5,3658226
2015-12-28,214.97,218.03,9082361
2015-12-29,215.57,218.67,4435326
2015-12-30,216.17,218.33,4799706
2015-12-31,215.57,220.0,16066056
2016-01-01,217.1,219.33,1479458
2016-01-04,214.37,217.4,5906445
2016-01-05,216.03,217.6,5816483
2016-01-06,209.7,218.0,15234480
2016-01-07,205.77,209.2,11809211
2016-01-08,206.5,211.33,9840336
2016-01-11,206.5,211.2,6876723
2016-01-12,208.33,211.27,6954767
2016-01-13,209.77,213.6,6862586
2016-01-14,208.17,212.5,11491224
2016-01-15,208.2,211.6,7979745
2016-01-18,208.83,212.43,11830011
2016-01-19,207.97,211.67,6836111
2016-01-20,203.33,213.33,9643707
2016-01-21,202.43,207.77,12559260
2016-01-22,201.73,208.5,15241478
2016-01-25,202.7,207.9,9329444
2016-01-27,204.63,209.47,8511431
2016-01-28,207.77,214.57,13890530
2016-01-29,211.23,217.33,12496232
2016-02-01,209.9,216.67,7351553
2016-02-02,214.3,217.27,7066827
2016-02-03,213.07,216.17,4921793
2016-02-04,214.0,216.4,3186770
2016-02-05,214.67,217.3,6504092
2016-02-08,209.5,216.6,6267885
2016-02-09,206.5,209.17,11473299
2016-02-10,204.67,208.63,7865657
2016-02-11,198.3,207.13,14039940
2016-02-12,199.23,203.43,13195535
2016-02-15,198.93,204.0,12016136
2016-02-16,195.77,204.0,10581429
2016-02-17,192.7,201.2,13094396
2016-02-18,200.57,204.47,9389507
2016-02-19,200.67,204.07,6927288
2016-02-22,195.6,201.77,14704284
2016-02-23,195.1,198.63,8856930
2016-02-24,190.67,196.93,13820903
2016-02-25,189.33,193.53,14568018
2016-02-26,190.1,194.67,12006186
2016-02-29,178.67,201.1,76486230
2016-03-01,203.33,218.0,64902461
2016-03-02,212.3,222.6,23765316
2016-03-03,211.17,216.67,9848283
2016-03-04,209.83,214.5,11380187
2016-03-08,210.67,216.0,12623628
2016-03-09,208.47,213.8,20128458
2016-03-10,208.57,214.53,13399833
2016-03-11,210.0,214.67,11699415
2016-03-14,214.67,217.33,7422849
2016-03-15,210.0,217.33,15608775
2016-03-16,210.67,215.6,9367686
2016-03-17,214.33,216.67,12552098
2016-03-18,214.67,217.87,13850510
2016-03-21,217.5,224.13,16159554
2016-03-22,214.83,220.53,19048382
2016-03-23,213.57,216.73,15421409
2016-03-28,213.53,219.87,16439958
2016-03-29,212.67,218.03,18008063
2016-03-30,213.73,219.5,13899990
2016-03-31,216.6,221.67,27471111
2016-04-01,217.0,224.53,14300010
2016-04-04,217.37,222.0,13682421
2016-04-05,216.13,220.23,8631653
2016-04-06,216.67,219.27,6636908
2016-04-07,212.67,218.0,10026689
2016-04-08,212.67,214.97,4800860
2016-04-11,211.33,218.87,13833053
2016-04-12,214.0,217.1,5958261
2016-04-13,216.33,221.8,11937851
2016-04-18,220.7,225.57,14199515
