Date,Starting_Inv_Amount,Ending_Inv_Amount,Rough_Volume
2015-01-01,754.15,761.9,372132
2015-01-02,752.65,766.0,1207322
2015-01-05,755.1,761.9,849252
2015-01-06,755.4,779.9,2738679
2015-01-07,779.0,806.8,3744143
2015-01-08,803.15,825.0,3076833
2015-01-09,817.05,868.4,3825060
2015-01-12,864.25,899.8,4338065
2015-01-13,876.4,908.65,3371700
2015-01-14,886.0,934.5,4578199
2015-01-15,909.7,937.4,3534537
2015-01-16,925.0,947.0,2021113
2015-01-19,886.05,947.4,7705398
2015-01-20,877.75,903.0,4355821
2015-01-21,888.5,948.4,4103989
2015-01-22,931.3,961.3,3585572
2015-01-23,944.65,968.85,2450001
2015-01-27,936.6,967.9,3274894
2015-01-28,928.15,940.8,2246526
2015-01-29,926.4,948.0,3421454
2015-01-30,927.8,941.0,1562161
2015-02-02,904.8,929.95,1822825
2015-02-03,908.0,930.85,1544881
2015-02-04,895.1,919.8,1181845
2015-02-05,901.2,919.8,1711139
2015-02-06,899.4,915.85,717674
2015-02-09,895.9,914.6,860239
2015-02-10,885.4,907.5,1058750
2015-02-11,884.6,902.95,897359
2015-02-12,885.3,910.8,1121008
2015-02-13,885.2,898.8,1344229
2015-02-16,886.35,920.0,1635273
2015-02-18,902.0,923.35,2178775
2015-02-19,895.0,922.8,1034454
2015-02-20,899.0,909.7,623253
2015-02-23,883.05,913.85,1054383
2015-02-24,887.0,915.6,2100402
2015-02-25,894.0,917.5,1141174
2015-02-26,883.8,905.7,1194401
2015-02-27,880.4,893.0,1906598
2015-03-02,906.1,939.95,2792110
2015-03-03,923.25,939.9,1510436
2015-03-04,913.0,945.3,1202376
2015-03-05,913.45,946.35,2301603
2015-03-09,931.0,981.0,3529726
2015-03-10,951.05,978.65,1323330
2015-03-11,949.45,978.9,1742798
2015-03-12,955.6,972.8,1358419
2015-03-13,938.95,964.9,1466001
2015-03-16,902.5,957.25,1244490
2015-03-17,921.4,946.8,1239535
2015-03-18,911.5,937.25,1436285
2015-03-19,916.65,940.8,1249067
2015-03-20,892.0,922.0,1854369
2015-03-23,892.35,910.0,989354
2015-03-24,885.35,901.15,1288989
2015-03-25,883.0,897.6,2848966
2015-03-26,858.2,885.0,2570353
2015-03-27,848.95,870.9,2023538
2015-03-30,852.0,871.0,1415143
2015-03-31,858.0,884.0,1503993
2015-04-01,871.5,885.8,865861
2015-04-06,882.5,910.8,1482378
2015-04-07,897.6,919.05,1212932
2015-04-08,909.4,921.65,1296825
2015-04-09,913.6,932.0,1237632
2015-04-10,916.35,935.8,1161659
2015-04-13,928.0,950.95,1374251
2015-04-15,933.0,948.95,924855
2015-04-16,918.1,937.8,1071747
2015-04-17,928.85,944.2,764984
2015-04-20,905.6,940.75,879556
2015-04-21,870.35,919.85,2535704
2015-04-22,875.0,913.0,2106687
2015-04-23,892.8,922.0,1027886
2015-04-24,873.75,903.95,1122637
2015-04-27,860.25,901.8,945769
2015-04-28,851.5,873.9,1844291
2015-04-29,852.15,875.0,1323821
2015-04-30,832.2,859.45,3001302
2015-05-04,844.15,865.7,558193
2015-05-05,854.0,883.4,1663346
2015-05-06,850.1,879.0,1989322
2015-05-07,853.7,871.75,982642
2015-05-08,854.5,907.05,5244650
2015-05-11,862.2,901.0,2712131
2015-05-12,841.65,873.55,1837756
2015-05-13,827.1,855.65,1842567
2015-05-14,831.0,850.85,1458520
2015-05-15,840.1,852.3,861417
2015-05-18,837.5,854.9,794940
2015-05-19,841.25,855.85,1115144
2015-05-20,846.0,858.15,1051609
2015-05-21,848.05,865.9,998351
2015-05-22,853.95,868.85,1369038
2015-05-25,847.55,864.95,642231
2015-05-26,845.95,858.15,732655
2015-05-27,845.7,860.0,530542
2015-05-28,842.35,860.0,2062630
2015-05-29,843.1,860.7,3787109
2015-06-01,852.45,883.5,950336
2015-06-02,850.9,884.65,928603
2015-06-03,828.6,854.7,1074518
2015-06-04,820.05,835.0,1273078
2015-06-05,816.35,847.3,1564172
2015-06-08,809.0,829.0,1108643
2015-06-09,806.1,828.55,769058
2015-06-10,814.0,825.0,959272
2015-06-11,816.0,836.5,1263695
2015-06-12,810.85,821.5,833644
2015-06-15,808.45,827.45,626620
2015-06-16,817.3,839.35,864766
2015-06-17,840.0,868.85,2574818
2015-06-18,857.1,868.0,1234051
2015-06-19,844.85,864.9,1376406
2015-06-22,858.45,876.0,1039509
2015-06-23,871.35,879.8,741773
2015-06-24,877.0,908.9,1812148
2015-06-25,879.1,897.9,1257404
2015-06-26,875.0,891.4,758668
2015-06-29,868.35,905.0,1221747
2015-06-30,906.0,923.1,2318253
2015-07-01,912.0,926.0,1456248
2015-07-02,912.0,929.2,962649
2015-07-03,917.05,929.5,512931
2015-07-06,914.65,930.0,595187
2015-07-07,915.6,927.4,715696
2015-07-08,918.1,944.0,1791894
2015-07-09,912.4,934.8,1153644
2015-07-10,891.3,924.5,2198242
2015-07-13,890.5,914.5,1103160
2015-07-14,902.8,929.1,662369
2015-07-15,920.35,935.0,980533
2015-07-16,923.25,939.5,667588
2015-07-17,922.25,941.95,848156
2015-07-20,909.05,931.5,738505
2015-07-21,871.1,916.85,4915170
2015-07-22,891.15,923.0,1433553
2015-07-23,895.2,919.0,1049783
2015-07-24,897.6,911.45,624104
2015-07-27,895.0,910.15,1305606
2015-07-28,891.5,916.0,1648693
2015-07-29,897.0,919.05,1332413
2015-07-30,899.2,934.45,1997547
2015-07-31,913.2,928.2,1616033
2015-08-03,906.5,924.8,1813626
2015-08-04,900.05,914.45,2728548
2015-08-05,905.0,912.85,2869226
2015-08-06,902.55,910.4,1105175
2015-08-07,900.9,909.05,849340
2015-08-10,901.0,909.0,1089645
2015-08-11,885.0,905.85,1430428
2015-08-12,859.6,889.0,1406250
2015-08-13,850.0,879.0,976700
2015-08-14,857.5,879.0,742844
2015-08-17,860.0,879.0,373170
2015-08-18,868.05,877.85,606035
2015-08-19,861.4,885.25,548163
2015-08-20,867.0,901.85,1086427
2015-08-21,860.95,888.0,1428246
2015-08-24,844.95,880.0,2392818
2015-08-25,855.1,878.0,2303018
2015-08-26,850.0,868.55,1894521
2015-08-27,851.0,864.45,2087603
2015-08-28,852.0,870.5,1427528
2015-08-31,848.8,870.0,1990625
2015-09-01,848.35,861.35,1483369
2015-09-02,824.2,862.4,1463479
2015-09-03,815.1,841.75,1228866
2015-09-04,823.2,840.75,1332041
2015-09-07,817.4,834.0,868619
2015-09-08,785.0,827.8,2511604
2015-09-09,790.9,812.45,1519952
2015-09-10,777.6,801.0,2651147
2015-09-11,784.05,799.7,1368043
2015-09-14,788.1,800.9,1115042
2015-09-15,791.15,808.65,1239118
2015-09-16,796.75,811.8,1000450
2015-09-18,793.0,816.8,3196079
2015-09-21,788.4,799.9,1097798
2015-09-22,783.2,796.85,1900127
2015-09-23,780.15,789.4,1108731
2015-09-24,776.25,789.0,2627897
2015-09-28,780.8,802.5,1121534
2015-09-29,781.35,801.0,2377821
2015-09-30,787.0,818.0,2321962
2015-10-01,811.2,827.25,903859
2015-10-05,801.0,824.0,1344972
2015-10-06,811.9,832.0,1470601
2015-10-07,816.0,828.0,1126929
2015-10-08,817.5,831.95,673062
2015-10-09,810.0,830.4,740404
