Date,Starting_Inv_Amount,Ending_Inv_Amount,Rough_Volume
2015-01-01,161.57,164.0,142730
2015-01-02,162.05,165.9,658102
2015-01-05,161.6,165.5,953386
2015-01-06,160.75,165.5,1854742
2015-01-07,158.55,164.88,1531050
2015-01-08,159.75,161.93,1607030
2015-01-09,157.8,164.9,28894954
2015-01-12,157.55,161.0,7008848
2015-01-13,159.38,168.88,15155768
2015-01-14,167.03,182.5,10559456
2015-01-15,174.83,179.95,2655748
2015-01-16,174.08,180.35,1251134
2015-01-19,174.58,184.75,2461916
2015-01-20,173.08,180.0,1228736
2015-01-21,174.53,181.45,3524786
2015-01-22,175.8,182.45,2148870
2015-01-23,176.75,183.35,1930778
2015-01-27,175.05,180.9,6040466
2015-01-28,175.5,178.35,487904
2015-01-29,173.03,177.15,678956
2015-01-30,176.0,182.25,4729500
2015-02-02,179.13,186.0,5856806
2015-02-03,169.33,183.45,5544084
2015-02-04,176.0,179.43,1285060
2015-02-05,177.03,179.4,1281778
2015-02-06,174.85,178.85,1454680
2015-02-09,172.5,177.75,1596838
2015-02-10,172.8,177.53,976000
2015-02-11,175.6,177.5,456326
2015-02-12,174.33,177.98,1816240
2015-02-13,176.0,177.55,1067198
2015-02-16,176.0,177.95,459846
2015-02-18,176.63,187.18,1668672
2015-02-19,176.0,180.5,416066
2015-02-20,176.3,179.0,363814
2015-02-23,176.75,184.0,1177970
2015-02-24,176.05,178.8,1343294
2015-02-25,177.03,178.33,624030
2015-02-26,176.38,177.75,640818
2015-02-27,176.93,180.45,1525022
2015-03-02,177.2,182.2,2170958
2015-03-03,179.0,187.5,4722644
2015-03-04,185.0,201.85,5681106
2015-03-05,191.25,204.2,3315512
2015-03-09,189.73,199.4,1351160
2015-03-10,187.55,193.05,1236428
2015-03-11,186.0,192.9,1515948
2015-03-12,186.33,194.6,864006
2015-03-13,181.5,194.9,1105854
2015-03-16,178.65,185.88,860692
2015-03-17,185.48,193.48,2589368
2015-03-18,183.13,196.7,1773178
2015-03-19,184.13,186.9,2064184
2015-03-20,177.65,188.33,7080928
2015-03-23,181.13,186.75,1157602
2015-03-24,183.05,186.85,455518
2015-03-25,181.78,185.95,254420
2015-03-26,181.5,192.25,1642370
2015-03-27,187.5,194.0,1275454
2015-03-30,186.38,195.0,868596
2015-03-31,189.0,197.53,1400022
2015-04-01,190.88,196.0,573584
2015-04-06,190.65,194.0,337008
2015-04-07,191.93,197.98,748474
2015-04-08,194.48,205.0,2207546
2015-04-09,196.08,207.75,1025820
2015-04-10,194.0,202.5,724850
2015-04-13,196.3,202.15,2076428
2015-04-15,198.08,203.18,1096110
2015-04-16,203.0,211.5,2399766
2015-04-17,207.13,214.2,1495118
2015-04-20,195.13,207.0,1659718
2015-04-21,193.05,201.65,2068118
2015-04-22,196.58,200.98,386566
2015-04-23,197.6,206.5,1319548
2015-04-24,194.5,209.75,1968460
2015-04-27,194.58,203.08,925574
2015-04-28,195.43,201.0,1310780
2015-04-29,196.5,202.5,695864
2015-04-30,198.75,205.93,3069906
2015-05-04,190.23,202.0,2171044
2015-05-05,191.5,195.4,1602862
2015-05-06,186.88,196.45,2126696
2015-05-07,180.0,189.2,1197890
2015-05-08,182.6,187.5,836790
2015-05-11,182.73,190.45,1294368
2015-05-12,186.55,192.4,3229186
2015-05-13,192.45,209.95,10174958
2015-05-14,199.53,210.0,4942854
2015-05-15,199.53,206.08,3867164
2015-05-18,201.0,207.25,2023828
2015-05-19,203.13,207.0,1951934
2015-05-20,202.0,211.0,4062448
2015-05-21,201.5,207.25,2381126
2015-05-22,202.5,207.25,2918736
2015-05-25,204.35,210.0,4583166
2015-05-26,207.5,214.95,7227350
2015-05-27,202.3,213.45,3195882
2015-05-28,203.25,207.35,2622984
2015-05-29,205.25,227.98,44809688
2015-06-01,210.05,224.5,3935578
2015-06-02,209.08,221.6,1568138
2015-06-03,206.05,213.23,1162300
